keyword,collocate,raw_frequency,MI
sunshine,landscape,1,4.270484429332389
sunshine,enjoyed,2,4.261781154204087
sunshine,rosy,1,4.2531529729807485
sunshine,medicine,1,4.2497224378839595
sunshine,reflected,2,4.24801157348033
sunshine,dean,1,4.229382753646837
sunshine,lit,2,4.22269376549604
sunshine,nina,1,4.202891138199861
sunshine,merry,2,4.189903942673049
sunshine,gay,2,4.188292338778708
sunshine,dwelt,1,4.180273049612088
sunshine,chill,1,4.177083254243988
sunshine,delicious,1,4.177083254243988
sunshine,danced,1,4.158155244358469
sunshine,damp,1,4.148823916929585
sunshine,doubts,1,4.148823916929585
sunshine,flowers,5,4.133462631768097
sunshine,interval,1,4.112345708327175
sunshine,elsewhere,1,4.112345708327175
sunshine,passions,1,4.109365080189037
sunshine,crossing,1,4.085834582778843
sunshine,sunshine,2,4.075711575147395
sunshine,'they,1,4.03759828181936
sunshine,therein,1,4.03207340588739
sunshine,warm,4,4.0238429067508745
sunshine,dim,2,4.011622795416099
sunshine,sail,1,4.010274177544806
sunshine,fashionable,1,4.004897820508425
sunshine,absolute,1,3.9968870967623467
sunshine,pure,3,3.990700598904848
sunshine,faint,3,3.974966008551292
sunshine,breeze,1,3.9680515471224593
sunshine,intellectual,1,3.960329501028549
sunshine,rendered,1,3.9577686801668754
sunshine,constantly,1,3.9577686801668754
sunshine,lamps,1,3.9425399594650505
sunshine,pick,1,3.932514812845672
sunshine,melancholy,2,3.9262997524422376
sunshine,soames,1,3.903028647191208
sunshine,enormous,1,3.903028647191208
sunshine,adventure,1,3.903028647191208
sunshine,square,3,3.9022218702212683
sunshine,perceive,1,3.898197719921543
sunshine,hopeless,1,3.898197719921543
sunshine,flashed,1,3.8862215288748274
sunshine,feeble,1,3.8767427849202836
sunshine,brilliant,2,3.874387071227824
sunshine,moor,1,3.8696922269236165
sunshine,through,26,3.8597436797128424
sunshine,amid,1,3.858050651908131
sunshine,mild,1,3.855738512149751
sunshine,scattered,1,3.8488339968032066
sunshine,warmth,1,3.846543045056651
sunshine,ideal,1,3.8374313647053953
sunshine,seeking,1,3.8329064701071056
sunshine,france,1,3.8306516777200166
sunshine,chambers,1,3.8194533524099867
sunshine,dinah,1,3.801792849258036
sunshine,freely,1,3.801792849258036
sunshine,ours,1,3.801792849258036
sunshine,hit,1,3.801792849258036
sunshine,fifteen,1,3.7930781971555927
sunshine,falling,2,3.7876698551463313
sunshine,mist,1,3.7780079442345946
sunshine,shadow,3,3.7765844564497404
sunshine,dreary,1,3.7758734717059617
sunshine,god's,1,3.7631614361176
sunshine,burden,1,3.7631614361176
sunshine,welcome,2,3.7589597492638998
sunshine,joy,3,3.7506089700464798
sunshine,lodgings,1,3.742327349214758
sunshine,constant,1,3.7239407229643184
sunshine,striking,1,3.721918477583551
sunshine,crept,1,3.715876163127588
sunshine,played,2,3.7118681417300494
sunshine,roused,1,3.705886070052502
sunshine,clad,1,3.701917810876881
sunshine,wings,1,3.6999395708647755
sunshine,air,9,3.6997200077944017
sunshine,magnificent,1,3.6940282236017183
sunshine,morning,13,3.686950413767099
sunshine,fell,7,3.6590046521729818
sunshine,immense,1,3.655487808293942
sunshine,sharply,1,3.6517142189103025
sunshine,spirits,2,3.6460804011920462
sunshine,silently,1,3.6275269932962986
sunshine,absorbed,1,3.6183777986427104
sunshine,outside,3,3.615952084900223
sunshine,everywhere,1,3.6075081264058064
sunshine,soft,4,3.59230890667241
sunshine,shadows,1,3.5896505090058
sunshine,sang,1,3.58259580602591
sunshine,flame,1,3.5686339736441415
sunshine,thick,2,3.5625864390142947
sunshine,early,4,3.555291834687953
sunshine,settle,1,3.5429696052682353
sunshine,vanished,1,3.5379148346066116
sunshine,divine,1,3.5379148346066116
sunshine,cold,5,3.5365711998730593
sunshine,martin,1,3.534559126759639
sunshine,clear,5,3.519266275528538
sunshine,solitary,1,3.513017282984884
sunshine,sunday,2,3.5016072162468532
sunshine,doubtless,1,3.4935361474130615
sunshine,succeeded,1,3.491929721364788
sunshine,native,1,3.491929721364788
sunshine,admit,1,3.4775868460053836
sunshine,slipped,1,3.474427285715015
sunshine,roderick,1,3.471277676812119
sunshine,mountains,1,3.469706584580078
sunshine,job,1,3.4665717857747063
sunshine,evening,7,3.4650080637985234
sunshine,march,1,3.4603315159146217
sunshine,full,8,3.4525855437999664
sunshine,freedom,1,3.4525855437999664
sunshine,win,1,3.449503877262558
sunshine,'if,1,3.440315451208152
sunshine,admitted,1,3.432722400300555
sunshine,lay,7,3.4286244758772
sunshine,grandcourt,1,3.426689199496387
sunshine,into,41,3.42635916043877
sunshine,returning,1,3.4236861942366175
sunshine,hated,1,3.4162178996290917
sunshine,visible,1,3.411763549279711
sunshine,carrying,1,3.3811265798178214
sunshine,slept,1,3.376825497918431
sunshine,wi',1,3.3739683531176508
sunshine,bringing,1,3.3696978839941987
sunshine,flat,1,3.3654455742556686
sunshine,holy,1,3.3514003995526207
sunshine,dust,1,3.3320627804024627
sunshine,genius,1,3.3077372566350216
sunshine,castle,1,3.306403033621885
sunshine,bit,3,3.3050705883881064
sunshine,generous,1,3.283989438784985
sunshine,an',3,3.2787878665889116
sunshine,uttered,1,3.268465194281493
sunshine,heavy,3,3.26675506132944
sunshine,resumed,1,3.2607925223698326
sunshine,daily,1,3.250653018517393
sunshine,stretched,1,3.2368769709732748
sunshine,food,1,3.2232881269113784
sunshine,kim,1,3.2220618851881344
sunshine,ended,1,3.2135200394751715
sunshine,resolved,1,3.2123057102427697
sunshine,across,4,3.206256085016946
sunshine,hetty,1,3.195458139670158
sunshine,oak,1,3.194265533685035
sunshine,trembling,1,3.1871396127950673
sunshine,grow,1,3.1871396127950673
sunshine,birds,1,3.1730383215544613
sunshine,sky,2,3.1683817357245103
sunshine,gerald,1,3.1683817357245103
sunshine,calling,1,3.159133114886849
sunshine,fields,1,3.1579830285036117
sunshine,catch,1,3.143151039548281
sunshine,false,1,3.1420191775145976
sunshine,edge,1,3.137504497160071
sunshine,playing,1,3.131889659275742
sunshine,grew,2,3.12352607553623
sunshine,golden,1,3.118541296452315
sunshine,th',1,3.115231861550948
sunshine,bitter,1,3.1141311459747625
sunshine,kate,1,3.109740359557273
sunshine,listening,1,3.0880710393048973
sunshine,queer,1,3.068962177606851
sunshine,absence,1,3.062672848699287
sunshine,english,3,3.0488365850747274
sunshine,accept,1,3.0419895881094585
sunshine,pointed,1,3.0328198855496056
sunshine,lines,1,3.0287712970236056
sunshine,moving,1,3.0267531328673685
sunshine,glanced,1,3.0267531328673685
sunshine,weather,1,3.025745576107069
sunshine,dry,1,3.019721461503688
sunshine,meanwhile,1,3.018720961170104
sunshine,snow,1,3.018720961170104
sunshine,wild,2,3.0102568827579748
sunshine,reach,1,2.9979384219875755
sunshine,according,1,2.991105794137131
sunshine,itself,3,2.9839975251117186
sunshine,delight,1,2.979500248016823
sunshine,existence,1,2.967077728018266
sunshine,real,2,2.9571556055119492
sunshine,allow,1,2.9371409741776815
sunshine,number,1,2.933461117219281
sunshine,weeks,1,2.92796659790164
sunshine,land,2,2.926597672294298
sunshine,sylvia,1,2.9243202857486197
sunshine,wore,1,2.922502103429561
sunshine,rain,1,2.920687220898739
sunshine,above,3,2.918875626200388
sunshine,hate,1,2.916164372845012
sunshine,doors,1,2.908970097210985
sunshine,walls,1,2.8798289623034856
sunshine,sweet,2,2.8754867930841965
sunshine,seemed,10,2.868750434593809
sunshine,robert,1,2.8617172123604395
sunshine,health,1,2.8600092700152833
sunshine,shot,1,2.8600092700152833
sunshine,thin,1,2.859156391498766
sunshine,pale,2,2.844767654046666
sunshine,strong,3,2.841970449425605
sunshine,somehow,1,2.841411946199694
sunshine,along,3,2.8350114791013015
sunshine,eat,1,2.823976884377592
sunshine,moon,1,2.8215107918823987
sunshine,alive,1,2.8215107918823987
sunshine,influence,1,2.8206901106709696
sunshine,comes,2,2.815372037184074
sunshine,settled,1,2.798782540804843
sunshine,hath,1,2.7781304962521736
sunshine,believed,1,2.7718608832385785
sunshine,else,3,2.765630333487942
sunshine,placed,1,2.7617558613803834
sunshine,drink,1,2.748693823957044
sunshine,wide,1,2.7456450411076854
sunshine,chapter,3,2.7385671551391146
sunshine,watching,1,2.7380635036552876
sunshine,jane,1,2.735046910115862
sunshine,became,2,2.7275449994640675
sunshine,strange,3,2.7275449994640675
sunshine,fast,1,2.7149195068384397
sunshine,music,1,2.6973623623589393
sunshine,without,8,2.6889676747976363
sunshine,in,158,2.6855407557872506
sunshine,the,499,2.659478174678284
sunshine,nice,1,2.6582532189926753
sunshine,its,9,2.6580207959817512
sunshine,sad,1,2.6568594905440714
sunshine,lying,1,2.6540778475821947
sunshine,there's,2,2.6516502410492513
sunshine,touched,1,2.640284525449859
sunshine,started,1,2.636183357705644
sunshine,hour,3,2.6157032900384185
sunshine,certainly,2,2.6003396277953934
sunshine,feelings,1,2.5927998444945577
sunshine,dr,1,2.5921468898517044
sunshine,shut,1,2.5663722671630893
sunshine,mary,2,2.532905500408281
sunshine,remembered,1,2.5258556627811064
sunshine,watched,1,2.5228059501398676
sunshine,giving,1,2.5228059501398676
sunshine,alone,3,2.5183497953079725
sunshine,like,17,2.51084084763387
sunshine,forget,1,2.504700446507594
sunshine,touch,1,2.485155850434624
sunshine,makes,1,2.4822275906555356
sunshine,broke,1,2.468290082811754
sunshine,instead,1,2.4677135477712815
sunshine,gold,1,2.4500038589883357
sunshine,same,4,2.417826140315246
sunshine,pass,1,2.40949901554792
sunshine,madame,1,2.408412058919163
sunshine,feeling,2,2.4024548249461164
sunshine,pleasant,1,2.3954599080743253
sunshine,everything,2,2.3724033679669567
sunshine,wall,1,2.349354309275562
sunshine,die,1,2.349354309275562
sunshine,dick,1,2.341703162540042
sunshine,cut,1,2.33967270498966
sunshine,wind,1,2.313645209744885
sunshine,dress,1,2.30479124142763
sunshine,near,2,2.2979586135771854
sunshine,week,1,2.2921390045239214
sunshine,heaven,1,2.2911723538928266
sunshine,exclaimed,1,2.285391990977327
sunshine,wished,1,2.2839521059193393
sunshine,true,2,2.2586163124852776
sunshine,gone,3,2.230566677031824
sunshine,on,38,2.228053127043802
sunshine,usual,1,2.219413584781768
sunshine,presence,1,2.210906705632033
sunshine,open,2,2.2042414954426337
sunshine,god,2,2.198941129676793
sunshine,looked,6,2.1882786464219866
sunshine,o',1,2.1754311221804397
sunshine,came,7,2.1672278316111977
sunshine,living,1,2.1465911250817187
sunshine,hope,2,2.1445030057178567
sunshine,figure,1,2.1403398023691693
sunshine,also,2,2.1390942136675406
sunshine,of,157,2.121801357344633
sunshine,aunt,1,2.117340842031703
sunshine,entered,1,2.1076437963488366
sunshine,made,7,2.1012880247171717
sunshine,doctor,1,2.100831507932252
sunshine,feel,2,2.098239024677481
sunshine,meet,1,2.0968458510020485
sunshine,next,2,2.0744260328863517
sunshine,day,6,2.0679643924146704
sunshine,ten,1,2.064364028489493
sunshine,beauty,1,2.061672236823781
sunshine,except,1,2.0578393459680737
sunshine,green,1,2.05249786054774
sunshine,slowly,1,2.032158176310617
sunshine,bring,1,2.029923538509201
sunshine,tone,1,2.024728721632097
sunshine,ground,1,2.0103981438494554
sunshine,late,1,1.9916046742070643
sunshine,life,5,1.9869609794898349
sunshine,and,160,1.9559172137407872
sunshine,blue,1,1.9543551112305857
sunshine,sitting,1,1.9464526478415964
sunshine,possible,1,1.9224447322995422
sunshine,self,1,1.9207755614896982
sunshine,power,1,1.8999793012068285
sunshine,over,6,1.8752946567122017
sunshine,white,2,1.8722713430878342
sunshine,ah,1,1.8678325279366235
sunshine,short,1,1.857133873340606
sunshine,beautiful,1,1.853696906982743
sunshine,silence,1,1.8512046938547833
sunshine,returned,1,1.846238823935539
sunshine,past,1,1.8440739862259967
sunshine,smile,1,1.8369937657914879
sunshine,while,3,1.8349508641616876
sunshine,george,1,1.8260113491228789
sunshine,fear,1,1.8190574284322665
sunshine,till,2,1.8146981580941266
sunshine,or,12,1.805169182063845
sunshine,s,1,1.7999580713715329
sunshine,walked,1,1.7990716774591604
sunshine,case,1,1.7884957857001023
sunshine,where,4,1.7848496064983048
sunshine,within,1,1.7847040354957915
sunshine,saw,3,1.7846069999321814
sunshine,fine,1,1.7711141198241067
sunshine,new,2,1.764102572175276
sunshine,happy,1,1.7514917072091531
sunshine,large,1,1.746715746452341
sunshine,once,3,1.7389915444449218
sunshine,being,3,1.725547511385866
sunshine,which,15,1.7138535987459427
sunshine,from,14,1.7049012913489505
sunshine,with,32,1.7004796231544808
sunshine,little,8,1.6999696302080833
sunshine,there,12,1.6998804778243124
sunshine,ever,3,1.6937702302912654
sunshine,turned,2,1.6915133425095394
sunshine,fire,1,1.6884679909338385
sunshine,often,1,1.6774239659809493
sunshine,certain,1,1.666500580383965
sunshine,just,3,1.6499967212436775
sunshine,moment,2,1.6145866819218824
sunshine,found,2,1.6128691008346827
sunshine,oh,2,1.5758099996313175
sunshine,still,3,1.56515743551511
sunshine,heard,2,1.5617351719276806
sunshine,less,1,1.5577830570544478
sunshine,out,8,1.5539620601054476
sunshine,sort,1,1.5508466130577907
sunshine,better,2,1.5477408418835708
sunshine,world,2,1.539050106795069
sunshine,among,1,1.5371164202458885
sunshine,high,1,1.5323550463259978
sunshine,under,2,1.5199911707204252
sunshine,all,13,1.5198880619921802
sunshine,every,2,1.5127564572122798
sunshine,table,1,1.5040333852818146
sunshine,matter,1,1.4939698569031976
sunshine,poor,2,1.4864881196449753
sunshine,put,2,1.474995592101385
sunshine,passed,1,1.448855823855827
sunshine,thou,1,1.4482317988745783
sunshine,went,3,1.441186597749012
sunshine,things,2,1.4327564049216457
sunshine,knew,2,1.416206963808828
sunshine,towards,1,1.4155023485499205
sunshine,before,4,1.4154520378815327
sunshine,then,6,1.3977827645657968
sunshine,let,2,1.3903631638834928
sunshine,answered,1,1.3888923590882696
sunshine,as,23,1.3805941900029994
sunshine,brought,1,1.3797242464944592
sunshine,upon,4,1.370976214581417
sunshine,believe,1,1.3677573019075053
sunshine,us,3,1.361699961997846
sunshine,good,4,1.35963610884659
sunshine,'i,1,1.3576398155841651
sunshine,no,9,1.35187404901137
sunshine,nor,1,1.3504482630151111
sunshine,if,9,1.3363630835705176
sunshine,their,5,1.3300652966293747
sunshine,soon,1,1.3297327699779948
sunshine,was,34,1.311889479198691
sunshine,boy,1,1.2984574936471192
sunshine,days,1,1.2957758079424089
sunshine,might,3,1.2601736261481629
sunshine,than,4,1.239455889523738
sunshine,these,2,1.234070031179344
sunshine,sat,1,1.224963489279376
sunshine,child,1,1.2226375204619946
sunshine,began,1,1.2151976250218073
sunshine,we,6,1.2103229063450274
sunshine,work,1,1.2068321206468833
sunshine,few,1,1.1925600652247166
sunshine,now,5,1.1897299353367217
sunshine,much,3,1.1877941990190217
sunshine,a,50,1.1867572882152342
sunshine,girl,1,1.1600819631025043
sunshine,old,3,1.1223512576749268
sunshine,even,2,1.1220010563055625
sunshine,may,2,1.114823992005199
sunshine,has,3,1.1102160314176592
sunshine,far,1,1.093888537717687
sunshine,when,6,1.0932322022337795
sunshine,light,1,1.0873444876061324
sunshine,away,2,1.0814912353563466
sunshine,come,3,1.0792601357946978
sunshine,friend,1,1.0750991426328032
sunshine,long,2,1.074097353640256
sunshine,between,1,1.0496524769716387
sunshine,three,1,1.0411737271716082
sunshine,stood,1,1.0390997547724792
sunshine,see,3,1.0168356377091428
sunshine,seen,1,1.008361580677712
sunshine,face,2,0.9929439440759611
sunshine,an,5,0.9898624398663465
sunshine,more,4,0.9887651380015468
sunshine,here,2,0.9821869205015447
sunshine,it's,1,0.9817955565933467
sunshine,too,2,0.9561712871604864
sunshine,my,10,0.9475132244173717
sunshine,some,3,0.9193542506829984
sunshine,that,22,0.9189254736098768
sunshine,our,2,0.9058446434040306
sunshine,half,1,0.8925151155143839
sunshine,again,2,0.8808925937905411
sunshine,get,1,0.8785371575348824
sunshine,felt,1,0.8641719470034627
sunshine,what,5,0.8575151176876286
sunshine,had,15,0.8569240035738805
sunshine,after,2,0.848068539436884
sunshine,round,1,0.839434084520552
sunshine,is,9,0.8269060514646561
sunshine,people,1,0.8111061057672854
sunshine,it,18,0.8101291377097039
sunshine,heart,1,0.7745067815023879
sunshine,left,1,0.7731295896961786
sunshine,his,16,0.772759131117149
sunshine,herself,1,0.7503133199776449
sunshine,something,1,0.7500029376876357
sunshine,how,2,0.7390463197591645
sunshine,he,20,0.7141129157248336
sunshine,down,2,0.7065321320333637
sunshine,for,11,0.7041803483386616
sunshine,off,1,0.6809617931684044
sunshine,any,2,0.6647775759009164
sunshine,only,2,0.6646825865871427
sunshine,very,3,0.6619633892876654
sunshine,she,13,0.6563224350126999
sunshine,love,1,0.6080889640929246
sunshine,take,1,0.6075505577626178
sunshine,do,3,0.6031048462140125
sunshine,could,3,0.5863657067884751
sunshine,would,4,0.5333352594791253
sunshine,look,1,0.5296563012334401
sunshine,though,1,0.5283293811515342
sunshine,room,1,0.5061991443491304
sunshine,last,1,0.5019119790365023
sunshine,to,31,0.47895962435304823
sunshine,yet,1,0.4614161334271045
sunshine,her,12,0.4458670298951566
sunshine,shall,1,0.40622763696611147
sunshine,by,4,0.40194575884350625
sunshine,sir,1,0.39673712917270854
sunshine,so,4,0.3671882029030658
sunshine,lady,1,0.36021120562803016
sunshine,young,1,0.3351683916682943
sunshine,mr,2,0.32395865439482946
sunshine,i,16,0.3047508175569038
sunshine,have,5,0.3019885596850602
sunshine,mrs,1,0.29558512264985315
sunshine,but,6,0.2807452505301578
sunshine,him,5,0.26941366021969243
sunshine,',3,0.2637871741690435
sunshine,at,6,0.25837352535267677
sunshine,two,1,0.2576356501887523
sunshine,will,2,0.24238925265148842
